city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Markt Schwaben,Markt Schwaben,48.1911,11.81,Germany,DE,DEU,Bavaria,,13853,1276009835
Faenza,Faenza,44.2856,11.33,Italy,IT,ITA,Emilia-Romagna,,58710,1380236916
Vigodarzere,Vigodarzere,45.45,11.33,Italy,IT,ITA,Veneto,,13143,1380176970
Kümmersbruck,Kummersbruck,49.4167,11.33,Germany,DE,DEU,Bavaria,,9894,1276949407
Kirchseeon,Kirchseeon,48.0731,11.61,Germany,DE,DEU,Bavaria,,10764,1276337335
Erding,Erding,48.2833,11.9,Germany,DE,DEU,Bavaria,minor,36813,1276458355
Eisenberg,Eisenberg,50.9667,11.9,Germany,DE,DEU,Thuringia,minor,10957,1276013201
Braunsbedra,Braunsbedra,51.2833,11.9,Germany,DE,DEU,Saxony-Anhalt,,10401,1276157165
Feltre,Feltre,46.0186,11.91,Italy,IT,ITA,Veneto,,20369,1380882091
Lugo,Lugo,44.4167,11.67,Italy,IT,ITA,Emilia-Romagna,,32321,1380226468
Campodarsego,Campodarsego,45.5,11.67,Italy,IT,ITA,Veneto,,15072,1380456540
Asolo,Asolo,45.8,11.67,Italy,IT,ITA,Veneto,,8916,1380265519
Valdobbiadene,Valdobbiadene,45.9,11.67,Italy,IT,ITA,Veneto,,9973,1380856258
Bruckmühl,Bruckmuhl,47.8833,11.67,Germany,DE,DEU,Bavaria,,16894,1276950984
Hof,Hof,50.3167,11.67,Germany,DE,DEU,Bavaria,minor,46656,1276561363
Halle-Neustadt,Halle-Neustadt,51.4789,11.14,Germany,DE,DEU,Saxony-Anhalt,,46280,1276281757
Cadoneghe,Cadoneghe,45.45,11.33,Italy,IT,ITA,Veneto,,15801,1380080342
Camposampiero,Camposampiero,45.5667,11.33,Italy,IT,ITA,Veneto,,11817,1380620139
Piombino Dese,Piombino Dese,45.6,11.33,Italy,IT,ITA,Veneto,,9397,1380807342
Castelfranco Veneto,Castelfranco Veneto,45.6667,11.33,Italy,IT,ITA,Veneto,,32935,1380391523
Brunico,Brunico,46.8,11.33,Italy,IT,ITA,Trentino-Alto Adige,,16978,1380194729
Moosburg,Moosburg,48.4667,11.33,Germany,DE,DEU,Bavaria,,19832,1276561909
Resana,Resana,45.6333,11.95,Italy,IT,ITA,Veneto,,9392,1380160177
Möckern,Mockern,52.1406,11.25,Germany,DE,DEU,Saxony-Anhalt,,12918,1276562892
Legnaro,Legnaro,45.35,11.67,Italy,IT,ITA,Veneto,,9458,1380237634
Borgoricco,Borgoricco,45.5167,11.67,Italy,IT,ITA,Veneto,,8969,1380419285
Grafing bei München,Grafing bei Munchen,48.05,11.67,Germany,DE,DEU,Bavaria,,14285,1276799795
Ebersberg,Ebersberg,48.0833,11.67,Germany,DE,DEU,Bavaria,minor,12386,1276452047
Weißenfels,Weissenfels,51.2,11.67,Germany,DE,DEU,Saxony-Anhalt,,39041,1276292106
Schkopau,Schkopau,51.3833,11.67,Germany,DE,DEU,Saxony-Anhalt,,10989,1276553925
Petersberg,Petersberg,51.6,11.67,Germany,DE,DEU,Saxony-Anhalt,,9366,1276104833
Tangermünde,Tangermunde,52.5408,11.89,Germany,DE,DEU,Saxony-Anhalt,,10283,1276714669
Halle,Halle,51.4828,11.97,Germany,DE,DEU,Saxony-Anhalt,minor,242083,1276167077
Zeulenroda,Zeulenroda,50.6486,11.06,Germany,DE,DEU,Thuringia,,16021,1276933669
Bagnacavallo,Bagnacavallo,44.4167,11.33,Italy,IT,ITA,Emilia-Romagna,,16360,1380211099
Vigonza,Vigonza,45.45,11.33,Italy,IT,ITA,Veneto,,23072,1380217105
Merseburg,Merseburg,51.3544,11.28,Germany,DE,DEU,Saxony-Anhalt,minor,34335,1276735436
Bad Aibling,Bad Aibling,47.8639,12.1,Germany,DE,DEU,Bavaria,,19613,1276844408
Pianiga,Pianiga,45.45,12.0167,Italy,IT,ITA,Veneto,,12177,1380942076
Vedelago,Vedelago,45.6833,12.0167,Italy,IT,ITA,Veneto,,16427,1380349363
Wunsiedel,Wunsiedel,50.0167,12.0167,Germany,DE,DEU,Bavaria,minor,9243,1276110549
Rehau,Rehau,50.25,12.0167,Germany,DE,DEU,Bavaria,,9369,1276647977
Leuna,Leuna,51.3167,12.0167,Germany,DE,DEU,Saxony-Anhalt,,14011,1276318458
Rottenburg an der Laaber,Rottenburg an der Laaber,48.7019,12.0272,Germany,DE,DEU,Bavaria,,8533,1276689062
Russi,Russi,44.3833,12.0333,Italy,IT,ITA,Emilia-Romagna,,12190,1380637948
Piove di Sacco,Piove di Sacco,45.3,12.0333,Italy,IT,ITA,Veneto,,20004,1380727166
Santa Maria di Sala,Santa Maria di Sala,45.5,12.0333,Italy,IT,ITA,Veneto,,17378,1380364806
Burglengenfeld,Burglengenfeld,49.2,12.0333,Germany,DE,DEU,Bavaria,,14484,1276523136
Montebelluna,Montebelluna,45.7753,12.0389,Italy,IT,ITA,Veneto,,31095,1380459138
Meldola,Meldola,44.1333,12.5,Italy,IT,ITA,Emilia-Romagna,,9879,1380278885
Forlì,Forli,44.2333,12.5,Italy,IT,ITA,Emilia-Romagna,minor,116440,1380594352
Alfonsine,Alfonsine,44.5,12.5,Italy,IT,ITA,Emilia-Romagna,,11477,1380940299
Adria,Adria,45.05,12.5,Italy,IT,ITA,Veneto,,18643,1380910667
Campolongo Maggiore,Campolongo Maggiore,45.3333,12.5,Italy,IT,ITA,Veneto,,10716,1380044601
Vigonovo,Vigonovo,45.3833,12.5,Italy,IT,ITA,Veneto,,9835,1380294468
Trebaseleghe,Trebaseleghe,45.5833,12.5,Italy,IT,ITA,Veneto,,12936,1380826282
Bad Abbach,Bad Abbach,48.9333,12.5,Germany,DE,DEU,Bavaria,,12666,1276008199
Camponogara,Camponogara,45.3833,12.0667,Italy,IT,ITA,Veneto,,12942,1380151926
Noale,Noale,45.55,12.0667,Italy,IT,ITA,Veneto,,16131,1380537608
Trevignano,Trevignano,45.7333,12.0667,Italy,IT,ITA,Veneto,,10693,1380274035
Wörgl,Worgl,47.4833,12.0667,Austria,AT,AUT,Tirol,,13811,1040228921
Kolbermoor,Kolbermoor,47.85,12.0667,Germany,DE,DEU,Bavaria,,18945,1276583234
Marktredwitz,Marktredwitz,50,00,12.0667,Germany,DE,DEU,Bavaria,,17206,1276442185
Bad Dürrenberg,Bad Durrenberg,51.2833,12.0667,Germany,DE,DEU,Saxony-Anhalt,,11752,1276847644
Dolo,Dolo,45.4269,12.0753,Italy,IT,ITA,Veneto,,14953,1380619643
Cavarzere,Cavarzere,45.137,12.0817,Italy,IT,ITA,Veneto,,12741,1380003044
Regensburg,Regensburg,49.0167,12.0833,Germany,DE,DEU,Bavaria,minor,157443,1276000325
Gera,Gera,50.8806,12.0833,Germany,DE,DEU,Thuringia,minor,93634,1276548165
Zerbst,Zerbst,51.9681,12.0844,Germany,DE,DEU,Saxony-Anhalt,,21519,1276007718
Lappersdorf,Lappersdorf,49.0525,12.0903,Germany,DE,DEU,Bavaria,,13568,1276955440
Hohenmölsen,Hohenmolsen,51.1564,12.0981,Germany,DE,DEU,Saxony-Anhalt,,9457,1276691866
Mirano,Mirano,45.5,12.1,Italy,IT,ITA,Veneto,,27091,1380832945
Istrana,Istrana,45.6833,12.1,Italy,IT,ITA,Veneto,,9114,1380678496
Sedico,Sedico,46.1167,12.1,Italy,IT,ITA,Veneto,,10116,1380025341
Maxhütte-Haidhof,Maxhutte-Haidhof,49.2,12.1,Germany,DE,DEU,Bavaria,,12225,1276703973
Raubling,Raubling,47.7881,12.1047,Germany,DE,DEU,Bavaria,,11651,1276126414
Scorzè,Scorze,45.5719,12.1089,Italy,IT,ITA,Veneto,,18981,1380933834
Schwandorf,Schwandorf,49.3283,12.11,Germany,DE,DEU,Bavaria,minor,29990,1276268287
Codigoro,Codigoro,44.8333,12.1167,Italy,IT,ITA,Emilia-Romagna,,11072,1380966782
Salzano,Salzano,45.5333,12.1167,Italy,IT,ITA,Veneto,,12799,1380489219
Volpago del Montello,Volpago del Montello,45.7833,12.1167,Italy,IT,ITA,Veneto,,10033,1380093991
Altdorf,Altdorf,48.5667,12.1167,Germany,DE,DEU,Bavaria,,11362,1276813399
Plauen,Plauen,50.4833,12.1167,Germany,DE,DEU,Saxony,minor,64763,1276134198
Zörbig,Zorbig,51.6167,12.1167,Germany,DE,DEU,Saxony-Anhalt,,9153,1276066607
Regenstauf,Regenstauf,49.1236,12.1283,Germany,DE,DEU,Bavaria,,16543,1276162289
Taufkirchen,Taufkirchen,48.3439,12.1303,Germany,DE,DEU,Bavaria,,10812,1276593079
Bertinoro,Bertinoro,44.15,12.1333,Italy,IT,ITA,Emilia-Romagna,,11026,1380444887
Forlimpopoli,Forlimpopoli,44.1833,12.1333,Italy,IT,ITA,Emilia-Romagna,,13047,1380469474
Mira,Mira,45.4333,12.1333,Italy,IT,ITA,Veneto,,37542,1380620162
Rosenheim,Rosenheim,47.85,12.1333,Germany,DE,DEU,Bavaria,minor,64403,1276301675
Selb,Selb,50.1667,12.1333,Germany,DE,DEU,Bavaria,,14763,1276030522
Zeitz,Zeitz,51.0478,12.1383,Germany,DE,DEU,Saxony-Anhalt,,27976,1276390204
Spinea,Spinea,45.5,12.15,Italy,IT,ITA,Veneto,,27694,1380346235
Paese,Paese,45.6667,12.15,Italy,IT,ITA,Veneto,,22004,1380092506
Dorfen,Dorfen,48.2667,12.15,Germany,DE,DEU,Bavaria,,15179,1276442321
Landshut,Landshut,48.5397,12.1508,Germany,DE,DEU,Bavaria,minor,75457,1276485277
Martellago,Martellago,45.55,12.1667,Italy,IT,ITA,Veneto,,21108,1380825761
Zero Branco,Zero Branco,45.6,12.1667,Italy,IT,ITA,Veneto,,11592,1380265651
Quinto di Treviso,Quinto di Treviso,45.65,12.1667,Italy,IT,ITA,Veneto,,9973,1380847513
Pieve di Soligo,Pieve di Soligo,45.8833,12.1667,Italy,IT,ITA,Veneto,,11535,1380766234
Kufstein,Kufstein,47.5833,12.1667,Austria,AT,AUT,Tirol,minor,19126,1040156374
Ergolding,Ergolding,48.5833,12.1667,Germany,DE,DEU,Bavaria,,13272,1276980704
Oelsnitz,Oelsnitz,50.4167,12.1667,Germany,DE,DEU,Saxony,,9951,1276364084
Landsberg,Landsberg,51.5333,12.1667,Germany,DE,DEU,Saxony-Anhalt,,15015,1276487466
Genthin,Genthin,52.4,12.1667,Germany,DE,DEU,Saxony-Anhalt,,13685,1276284209
Obertraubling,Obertraubling,48.9658,12.1669,Germany,DE,DEU,Bavaria,,8729,1276906491
Güstrow,Gustrow,53.7939,12.1764,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,29556,1276582967
Comacchio,Comacchio,44.7,12.1833,Italy,IT,ITA,Emilia-Romagna,,22017,1380546897
Stephanskirchen,Stephanskirchen,47.85,12.1833,Germany,DE,DEU,Bavaria,,10817,1276424384
Pritzwalk,Pritzwalk,53.15,12.1833,Germany,DE,DEU,Brandenburg,,11777,1276349904
Wenzenbach,Wenzenbach,49.0747,12.44,Germany,DE,DEU,Bavaria,,8987,1276234994
Aš,As,50.2239,12.195,Czechia,CZ,CZE,Karlovarský Kraj,,12804,1203503000
Neutraubling,Neutraubling,48.9936,12.53,Germany,DE,DEU,Bavaria,,14295,1276485988
Greiz,Greiz,50.6547,12.97,Germany,DE,DEU,Thuringia,minor,20397,1276236041
Ergoldsbach,Ergoldsbach,48.6833,12.2,Germany,DE,DEU,Bavaria,,8690,1276002292
Ravenna,Ravenna,44.4161,12.17,Italy,IT,ITA,Emilia-Romagna,minor,155751,1380964180
Taglio,Taglio,45.0167,12.67,Italy,IT,ITA,Veneto,,13731,1380512277
Belluno,Belluno,46.1403,12.67,Italy,IT,ITA,Veneto,minor,35529,1380892097
Essenbach,Essenbach,48.6167,12.67,Germany,DE,DEU,Bavaria,,12358,1276545666
Schkeuditz,Schkeuditz,51.4,12.67,Germany,DE,DEU,Saxony,,19189,1276228794
Markranstädt,Markranstadt,51.3017,12.11,Germany,DE,DEU,Saxony,,16132,1276832529
Preganziol,Preganziol,45.6,12.33,Italy,IT,ITA,Veneto,,16737,1380449850
Villorba,Villorba,45.7333,12.33,Italy,IT,ITA,Veneto,,17523,1380357143
Wasserburg am Inn,Wasserburg am Inn,48.0617,12.33,Germany,DE,DEU,Bavaria,,13004,1276900487
Dessau-Rosslau,,51.8333,12.33,Germany,DE,DEU,Saxony-Anhalt,minor,79655,1276983641
Mogliano Veneto,Mogliano Veneto,45.5786,12.64,Italy,IT,ITA,Veneto,,27722,1380309612
Mestre,Mestre,45.4906,12.81,Italy,IT,ITA,Veneto,,89376,1380275919
Cesena,Cesena,44.1389,12.44,Italy,IT,ITA,Emilia-Romagna,,95778,1380256992
Treviso,Treviso,45.6667,12.25,Italy,IT,ITA,Veneto,minor,84607,1380900516
Spresiano,Spresiano,45.7833,12.25,Italy,IT,ITA,Veneto,,12242,1380609623
Susegana,Susegana,45.85,12.25,Italy,IT,ITA,Veneto,,11792,1380261110
Nittenau,Nittenau,49.2,12.67,Germany,DE,DEU,Bavaria,,9449,1276358281
Chioggia,Chioggia,45.2196,12.89,Italy,IT,ITA,Veneto,,47559,1380033938
Carbonera,Carbonera,45.6833,12.33,Italy,IT,ITA,Veneto,,11205,1380542415
Santa Lucia di Piave,Santa Lucia di Piave,45.85,12.33,Italy,IT,ITA,Veneto,,9143,1380105478
Silea,Silea,45.6533,12.58,Italy,IT,ITA,Veneto,,10343,1380124192
Conegliano,Conegliano,45.8868,12.74,Italy,IT,ITA,Veneto,,34292,1380962405
Marcon,Marcon,45.5667,12.3,Italy,IT,ITA,Veneto,,17594,1380183530
Casièr,Casier,45.65,12.3,Italy,IT,ITA,Veneto,,11416,1380873159
Vittorio Veneto,Vittorio Veneto,45.9833,12.3,Italy,IT,ITA,Veneto,,27078,1380283185
Bad Endorf,Bad Endorf,47.9,12.3,Germany,DE,DEU,Bavaria,,8542,1276605238
Reichenbach/Vogtland,Reichenbach/Vogtland,50.6167,12.3,Germany,DE,DEU,Saxony,,20371,1276903490
Meuselwitz,Meuselwitz,51.05,12.3,Germany,DE,DEU,Thuringia,,10117,1276499309
Porto Tolle,Porto Tolle,44.95,12.67,Italy,IT,ITA,Veneto,,9031,1380225713
Maserada sul Piave,Maserada sul Piave,45.75,12.67,Italy,IT,ITA,Veneto,,9145,1380335265
Bitterfeld,Bitterfeld,51.6167,12.67,Germany,DE,DEU,Saxony-Anhalt,,37894,1276169908
Zwenkau,Zwenkau,51.2175,12.42,Germany,DE,DEU,Saxony,,9332,1276888789
Gambettola,Gambettola,44.1167,12.33,Italy,IT,ITA,Emilia-Romagna,,10682,1380865769
Casale sul Sile,Casale sul Sile,45.6,12.33,Italy,IT,ITA,Veneto,,13168,1380855247
Prien am Chiemsee,Prien am Chiemsee,47.8667,12.33,Germany,DE,DEU,Bavaria,,11243,1276129063
Tirschenreuth,Tirschenreuth,49.8833,12.33,Germany,DE,DEU,Bavaria,minor,8655,1276972262
Rathenow,Rathenow,52.6,12.33,Germany,DE,DEU,Brandenburg,minor,24597,1276833446
Venice,Venice,45.4375,12.58,Italy,IT,ITA,Veneto,admin,250369,1380660414
San Vendemiano,San Vendemiano,45.8914,12.89,Italy,IT,ITA,Veneto,,9804,1380606267
Delitzsch,Delitzsch,51.5264,12.25,Germany,DE,DEU,Saxony,,25244,1276928962
Mareno di Piave,Mareno di Piave,45.85,12.35,Italy,IT,ITA,Veneto,,9455,1380116236
Vilsbiburg,Vilsbiburg,48.45,12.35,Germany,DE,DEU,Bavaria,,12584,1276843205
Cervia,Cervia,44.2586,12.58,Italy,IT,ITA,Emilia-Romagna,,28983,1380322591
Schmölln,Schmolln,50.895,12.64,Germany,DE,DEU,Thuringia,,13684,1276498002
Roncade,Roncade,45.6333,12.67,Italy,IT,ITA,Veneto,,14613,1380417225
Cheb,Cheb,50.0794,12.06,Czechia,CZ,CZE,Karlovarský Kraj,,31954,1203676556
Leipzig,Leipzig,51.34,12.375,Germany,DE,DEU,Saxony,minor,616093,1276563678
Gatteo,Gatteo,44.1,12.33,Italy,IT,ITA,Emilia-Romagna,,9325,1380526755
San Biagio di Callalta,San Biagio di Callalta,45.6833,12.33,Italy,IT,ITA,Veneto,,12652,1380128806
Werdau,Werdau,50.7333,12.33,Germany,DE,DEU,Saxony,,20702,1276717054
Markkleeberg,Markkleeberg,51.2778,12.33,Germany,DE,DEU,Saxony,,24523,1276805845
Crimmitschau,Crimmitschau,50.8181,12.75,Germany,DE,DEU,Saxony,,18567,1276188517
Cesenatico,Cesenatico,44.2,12.44,Italy,IT,ITA,Emilia-Romagna,,25921,1380296104
Savignano sul Rubicone,Savignano sul Rubicone,44.1,12.4,Italy,IT,ITA,Emilia-Romagna,,17842,1380057142
Waldkraiburg,Waldkraiburg,48.2167,12.4,Germany,DE,DEU,Bavaria,,24488,1276784836
Auerbach,Auerbach,50.5094,12.4,Germany,DE,DEU,Saxony,,17759,1276679224
Kyritz,Kyritz,52.95,12.4,Germany,DE,DEU,Brandenburg,,9152,1276035237
San Mauro Pascoli,San Mauro Pascoli,44.1,12.67,Italy,IT,ITA,Emilia-Romagna,,12186,1380282850
Sankt Johann in Tirol,Sankt Johann in Tirol,47.5225,12.56,Austria,AT,AUT,Tirol,,9750,1040232004
Altenburg,Altenburg,50.985,12.33,Germany,DE,DEU,Thuringia,minor,31315,1276224301
Gräfenhainichen,Grafenhainichen,51.7167,12.33,Germany,DE,DEU,Saxony-Anhalt,,11446,1276450109
Coswig,Coswig,51.8833,12.33,Germany,DE,DEU,Saxony-Anhalt,,11488,1276417362
Sant’Arcangelo di Romagna,Sant'Arcangelo di Romagna,44.0667,12.45,Italy,IT,ITA,Emilia-Romagna,,22148,1380993276
Meerane,Meerane,50.8519,12.36,Germany,DE,DEU,Saxony,,13888,1276923420
Wittstock,Wittstock,53.1636,12.56,Germany,DE,DEU,Brandenburg,,14104,1276000618
Oderzo,Oderzo,45.78,12.81,Italy,IT,ITA,Veneto,,20016,1380552197
Taucha,Taucha,51.38,12.36,Germany,DE,DEU,Saxony,,15816,1276068319
Sacile,Sacile,45.9667,12.5,Italy,IT,ITA,Friuli Venezia Giulia,,19864,1380761998
Dingolfing,Dingolfing,48.6333,12.5,Germany,DE,DEU,Bavaria,minor,20607,1276764455
Zwickau,Zwickau,50.7167,12.5,Germany,DE,DEU,Saxony,minor,87172,1276683623
Borna,Borna,51.1167,12.5,Germany,DE,DEU,Saxony,,19470,1276020510
Roding,Roding,49.2,12.67,Germany,DE,DEU,Bavaria,,12972,1276027598
Wilkau-Haßlau,Wilkau-Hasslau,50.6667,12.67,Germany,DE,DEU,Saxony,,9534,1276704667
Mühldorf,Muhldorf,48.2456,12.28,Germany,DE,DEU,Bavaria,minor,21697,1276623949
Brugnera,Brugnera,45.9,12.33,Italy,IT,ITA,Friuli Venezia Giulia,,9229,1380420963
Brandenburg,Brandenburg,52.4167,12.33,Germany,DE,DEU,Brandenburg,minor,73609,1276372220
Glauchau,Glauchau,50.8233,12.44,Germany,DE,DEU,Saxony,,21951,1276610130
Trostberg an der Alz,Trostberg an der Alz,48.0167,12.55,Germany,DE,DEU,Bavaria,,11444,1276546741
Frohburg,Frohburg,51.0561,12.555,Germany,DE,DEU,Saxony,,12305,1276859230
Musile di Piave,Musile di Piave,45.6167,12.67,Italy,IT,ITA,Veneto,,11372,1380177737
San Donà di Piave,San Dona di Piave,45.6333,12.67,Italy,IT,ITA,Veneto,,41535,1380477303
Fontanafredda,Fontanafredda,45.9667,12.67,Italy,IT,ITA,Friuli Venezia Giulia,,12818,1380424478
Töging am Inn,Toging am Inn,48.25,12.67,Germany,DE,DEU,Bavaria,,9465,1276814406
Straubing,Straubing,48.8833,12.67,Germany,DE,DEU,Bavaria,minor,49164,1276278805
Rimini,Rimini,44.0594,12.83,Italy,IT,ITA,Emilia-Romagna,minor,149211,1380527853
Mülsen,Mulsen,50.7447,12.47,Germany,DE,DEU,Saxony,,10812,1276902814
Aviano,Aviano,46.0667,12.33,Italy,IT,ITA,Friuli Venezia Giulia,,8948,1380233722
Traunreut,Traunreut,47.9667,12.33,Germany,DE,DEU,Bavaria,,21102,1276958674
Garching an der Alz,Garching an der Alz,48.1167,12.33,Germany,DE,DEU,Bavaria,,8778,1276874361
Naunhof,Naunhof,51.2778,12.83,Germany,DE,DEU,Saxony,,8839,1276828471
Belzig,Belzig,52.1422,12.56,Germany,DE,DEU,Brandenburg,,11172,1276375390
Motta di Livenza,Motta di Livenza,45.7797,12.86,Italy,IT,ITA,Veneto,,10731,1380977215
Brandis,Brandis,51.3347,12.89,Germany,DE,DEU,Saxony,,9676,1276455051
Porcia,Porcia,45.9667,12.67,Italy,IT,ITA,Friuli Venezia Giulia,,14971,1380622956
Lichtenstein,Lichtenstein,50.7564,12.17,Germany,DE,DEU,Saxony,,10946,1276704122
Tachov,Tachov,49.7953,12.31,Czechia,CZ,CZE,Plzeňský Kraj,,13800,1203227002
Traunstein,Traunstein,47.8667,12.33,Germany,DE,DEU,Bavaria,minor,21251,1276793310
Kemberg,Kemberg,51.7833,12.33,Germany,DE,DEU,Saxony-Anhalt,,9467,1276029857
Eilenburg,Eilenburg,51.4608,12.58,Germany,DE,DEU,Saxony,,16031,1276166351
Sokolov,Sokolov,50.1814,12.03,Czechia,CZ,CZE,Karlovarský Kraj,,22227,1203662180
Iesolo,Iesolo,45.5339,12.08,Italy,IT,ITA,Veneto,,26558,1380134395
Lido di Iesolo,Lido di Iesolo,45.5339,12.08,Italy,IT,ITA,Veneto,,26447,1380025785
Schneeberg,Schneeberg,50.5942,12.56,Germany,DE,DEU,Saxony,,13994,1276764942
Riccione Marina,Riccione Marina,44,00,12.65,Italy,IT,ITA,Emilia-Romagna,,34400,1380177651
Pordenone,Pordenone,45.95,12.65,Italy,IT,ITA,Friuli Venezia Giulia,minor,51725,1380364177
Siegsdorf,Siegsdorf,47.8167,12.65,Germany,DE,DEU,Bavaria,,8543,1276458922
Cham,Cham,49.2167,12.65,Germany,DE,DEU,Bavaria,minor,17421,1276459468
Landau an der Isar,Landau an der Isar,48.6667,12.67,Germany,DE,DEU,Bavaria,,14121,1276797945
Altötting,Altotting,48.2267,12.83,Germany,DE,DEU,Bavaria,minor,10119,1276161581
Eraclea,Eraclea,45.5833,12.33,Italy,IT,ITA,Veneto,,11970,1380571098
Santo Stino di Livenza,Santo Stino di Livenza,45.7333,12.33,Italy,IT,ITA,Veneto,,12655,1380323884
Neuötting,Neuotting,48.2167,12.33,Germany,DE,DEU,Bavaria,,8997,1276928616
Bogen,Bogen,48.9167,12.33,Germany,DE,DEU,Bavaria,,10278,1276422463
Cordenons,Cordenons,45.9833,12.7,Italy,IT,ITA,Friuli Venezia Giulia,,17779,1380431820
Aue,Aue,50.5881,12.06,Germany,DE,DEU,Saxony,,16012,1276459690
Mariánské Lázně,Marianske Lazne,49.9647,12.11,Czechia,CZ,CZE,Karlovarský Kraj,,13766,1203682983
Azzano Decimo,Azzano Decimo,45.8833,12.67,Italy,IT,ITA,Friuli Venezia Giulia,,15681,1380971345
Maniago,Maniago,46.1667,12.67,Italy,IT,ITA,Friuli Venezia Giulia,,11526,1380416559
Burgkirchen an der Alz,Burgkirchen an der Alz,48.1667,12.67,Germany,DE,DEU,Bavaria,,10953,1276642803
Hohenstein-Ernstthal,Hohenstein-Ernstthal,50.8,12.67,Germany,DE,DEU,Saxony,,14092,1276671628
Wurzen,Wurzen,51.3667,12.67,Germany,DE,DEU,Saxony,,16614,1276002805
Grimma,Grimma,51.2386,12.53,Germany,DE,DEU,Saxony,,28205,1276049939
Fiume Veneto,Fiume Veneto,45.9333,12.33,Italy,IT,ITA,Friuli Venezia Giulia,,11779,1380146382
Chodov,Chodov,50.2414,12.39,Czechia,CZ,CZE,Karlovarský Kraj,,12733,1203758078
Limbach-Oberfrohna,Limbach-Oberfrohna,50.8667,12.75,Germany,DE,DEU,Saxony,,23833,1276772007
Eggenfelden,Eggenfelden,48.4039,12.42,Germany,DE,DEU,Bavaria,,14437,1276543412
Fehrbellin,Fehrbellin,52.7997,12.67,Germany,DE,DEU,Brandenburg,,9094,1276574282
Lienz,Lienz,46.8297,12.97,Austria,AT,AUT,Tirol,minor,11935,1040923905
Stollberg,Stollberg,50.7083,12.83,Germany,DE,DEU,Saxony,,11139,1276429853
Schwarzenberg,Schwarzenberg,50.5453,12.92,Germany,DE,DEU,Saxony,,15936,1276831560
Groß Kreutz,Gross Kreutz,52.4,12.33,Germany,DE,DEU,Brandenburg,,8948,1276310156
Zell am See,Zell am See,47.3167,12.8,Austria,AT,AUT,Salzburg,minor,9762,1040352901
Zwönitz,Zwonitz,50.6167,12.8,Germany,DE,DEU,Saxony,,11786,1276062398
Neuruppin,Neuruppin,52.9331,12.8,Germany,DE,DEU,Brandenburg,minor,31422,1276820903
Teisendorf,Teisendorf,47.85,12.67,Germany,DE,DEU,Bavaria,,9422,1276609221
Burgstädt,Burgstadt,50.9167,12.67,Germany,DE,DEU,Saxony,,10475,1276198411
Portogruaro,Portogruaro,45.7833,12.33,Italy,IT,ITA,Veneto,,24314,1380545268
Burghausen,Burghausen,48.1667,12.33,Germany,DE,DEU,Bavaria,,19364,1276305755
Furth im Wald,Furth im Wald,49.3097,12.84,Germany,DE,DEU,Bavaria,,9032,1276212241
Saalfelden am Steinernen Meer,Saalfelden am Steinernen Meer,47.4269,12.83,Austria,AT,AUT,Salzburg,,16700,1040716716
Concordia Sagittaria,Concordia Sagittaria,45.7667,12.85,Italy,IT,ITA,Veneto,,10229,1380975617
San Vito al Tagliamento,San Vito al Tagliamento,45.9,12.67,Italy,IT,ITA,Friuli Venezia Giulia,,15187,1380256352
Plattling,Plattling,48.7667,12.67,Germany,DE,DEU,Bavaria,,13121,1276078281
Karlovy Vary,Karlovy Vary,50.2306,12.25,Czechia,CZ,CZE,Karlovarský Kraj,admin,49043,1203518899
Bad Reichenhall,Bad Reichenhall,47.7247,12.69,Germany,DE,DEU,Bavaria,minor,18893,1276059039
Nauen,Nauen,52.6,12.31,Germany,DE,DEU,Brandenburg,,19352,1276864648
Caorle,Caorle,45.6,12.33,Italy,IT,ITA,Veneto,,11108,1380538746
Viechtach,Viechtach,49.0792,12.47,Germany,DE,DEU,Bavaria,,8585,1276786566
Spilimbergo,Spilimbergo,46.1281,12.885,Italy,IT,ITA,Friuli Venezia Giulia,,11833,1380070167
Pfarrkirchen,Pfarrkirchen,48.4167,12.67,Germany,DE,DEU,Bavaria,minor,13522,1276885935
Chemnitz,Chemnitz,50.8333,12.67,Germany,DE,DEU,Saxony,minor,248563,1276519956
Domažlice,Domazlice,49.4406,12.72,Czechia,CZ,CZE,Plzeňský Kraj,,11010,1203358449
Ainring,Ainring,47.8136,12.28,Germany,DE,DEU,Bavaria,,9975,1276077892
Ostrov,Ostrov,50.3083,12.78,Czechia,CZ,CZE,Karlovarský Kraj,,15894,1203022506
Wustermark,Wustermark,52.55,12.95,Germany,DE,DEU,Brandenburg,,10922,1276932359
Freilassing,Freilassing,47.8333,12.67,Germany,DE,DEU,Bavaria,,17816,1276282147
Deggendorf,Deggendorf,48.8333,12.67,Germany,DE,DEU,Bavaria,minor,35172,1276512590
Beelitz,Beelitz,52.2333,12.67,Germany,DE,DEU,Brandenburg,,13219,1276861998
Codroipo,Codroipo,45.9625,12.92,Italy,IT,ITA,Friuli Venezia Giulia,,15863,1380582710
Mittweida,Mittweida,50.9856,12.11,Germany,DE,DEU,Saxony,,14332,1276378266
Schönwalde-Siedlung,Schonwalde-Siedlung,52.65,12.33,Germany,DE,DEU,Brandenburg,,10571,1276477512
San Michele al Tagliamento,San Michele al Tagliamento,45.7636,12.53,Italy,IT,ITA,Veneto,,11393,1380617827
